sa_clli,clli,site_name,address,phone_line,emergency_line,latitude,longitude,contact_and_site_access,other_site_information,type,sub_type,manager,plant
ALXNMNAP,ALXNMNAP,Alexandria,"BELL ADDRESS - 7340 County Rd 87 Alexandria, MN 56308 USA",,,45.82534622,-95.36826596,"***Escort Needed*** Email or Call Bell NMCC 
877-499-1871 / nmcc@bell.ca
Gate code1997 Door code 5,1,2 then 3 & 4 together – Cage 1997",,Building,Colocation,Fernand Rancourt,9536
ANDLMNAC,ANDLMNAC,Annandale,"140 Harrison St , Annandale, MN",,,45.26144695,-94.12608341,"***Escort Needed*** Email or Call Bell NMCC 
877-499-1871 / nmcc@bell.ca
Gate code 1997 Door code 5,1,2 then 3 and 4 together - Door #5",,Building,FOT,Fernand Rancourt,9536
BEJOMNAA,BEJOMNAA,Bejou," 1385 140th St, Bejou, MN 56516
 ( South of this address, behind grain elevator and grain silos)

",,,47.43972814,-95.97717807,"***Escort Needed*** Email or Call Bell NMCC 877-499-1871 / nmcc@bell.ca Gate code 1997 Door code 5,1,2 then 3&4 together - Door #5",,Building,FOT,Fernand Rancourt,9536
BROTMNAB,BROTMNAB,Brooten,"409 Central Ave N, Brooten, MN",,,45.50268142,-95.12315542,"***Escort Needed*** Email or Call Bell NMCC 
877-499-1871 / nmcc@bell.ca
Gate code1997 Door code 5,1,2 then 3 and 4 together - Door #5",,Building,FOT,Fernand Rancourt,9536
BTCKMIKI,BTCKMIKI,Battle Creek,"198 Brigdon Battle Creek, MI",,,42.33484965,-85.1434998,"***Escort Needed*** Email or Call Bell NMCC 
877-499-1871 / nmcc@bell.ca
Gate code 1997 Door code 5,1,2 then 3&4 together - Door #5",,Building,FOT,Fernand Rancourt,9536
CHCGILDT,CHCGILDT,,"350 E CERMAK ROAD ,CHICAGO IL 60616",,,41.8537024,-87.6190239,600v. AR642S22,,Building,POP,Fernand Rancourt,9536
CHCNIL23,CHCNIL23,,"700 S FEDERAL STREET ,CHICAGO IL 60605",,,41.8730685,-87.6296159,,,Building,POP,Fernand Rancourt,9536
CSPLMIAS,CSPLMIAS,,"ROWLAND S,CASSAPOLIS MI 49017",,,41.9082582,-86.0066936,,,Building,FOT,Fernand Rancourt,9536
DRNDMIAK,DRNDMIAK,Durand,"320 Ann Arbor St Durand, MI 48429 USA",,,42.90847396,-83.98032559,"***Escort Needed*** Email or Call Bell NMCC 
877-499-1871 / nmcc@bell.ca
Gate code 1997 Door code 5,1,2 then 3&4 together - Door #5",,Building,FOT,Fernand Rancourt,9536
DTRVMIUC,DTRVMIUC,Detroit,"1972 CLAY ,DETROIT MI 48211",,,42.3804867,-83.0568522,,,Building,FOT,Fernand Rancourt,9536
MPLSMNFD,FRNTMNAA,Frontenac,"30497 347th Ave Way, Frontenac, MN",,,44.50609446,-92.3363485," ***Escort Needed*** Email or Call Bell NMCC 
877-499-1871 / nmcc@bell.ca
Gate code 1997 Door code 5,1,2 then 3&4 together - Door #5",,Building,FOT,Fernand Rancourt,9536
LCRSWIKO,LCRSWIKO,Lacrosse,"3503 COUNTRY HIGHWAY B ,LA CROSSE CANADA 54601",,,43.833056,-91.254167,"***Escort Needed*** Email or Call Bell NMCC 
877-499-1871 / nmcc@bell.ca
Gate code 1997 Door code 5,1,2 then 3&4 together - Door #5  
",,Building,N/A,Fernand Rancourt,9536
MILAWI95,MILAWI95,Milwaukee,"504 S Layton Blvd, Milwaukee, WI 53215, United States",,,43.027617,-87.937833,"***Escort Needed*** Email or Call Bell NMCC 
877-499-1871 / nmcc@bell.ca
Gate code 1997 Door code 5,1,2 then 3&4 together - Door #5  
",,Building,N/A,Fernand Rancourt,9536
MPLSMNFD,MPLSMNFD,Minneapolis,"250 S Marquette Ave, Minneapolis, MN",,,44.98092865,-93.26758498," ***Escort Needed*** Email or Call Bell NMCC 
877-499-1871 / nmcc@bell.ca
Outside door 3&5 together then 1,2,4 – Office 1,2,3 – Cage 1659",,Building,FOT,Fernand Rancourt,9536
NWFLMNAB,NWFLMNAB,,"3 JARVIS ,NEWFOLDEN MN 56738",,,48.356722,-96.324188,,,Building,N/A,Fernand Rancourt,9536
PRTGWIBD,PRTGWIBD,Portage,"528W Oneida St Portage, WI 53901 USA",,,43.546936,-89.466637,"***Escort Needed*** Email or Call Bell NMCC 
877-499-1871 / nmcc@bell.ca
Gate code 1997 Door code 5,1,2 then 3&4 together - Door #5  
",,Building,N/A,Fernand Rancourt,9536
TOMAWIAM,TOMAWIAM,Tomah,"100 N Superior Ave Tomah, WI",,,43.988377,-90.504219,"***Escort Needed*** Email or Call Bell NMCC 
877-499-1871 / nmcc@bell.ca
Gate code 1997 Door code 5,1,2 then 3&4 together - Door #5  
",,Building,N/A,Fernand Rancourt,9536
VLPRINFD,VLPRINFD,Valparaiso,"633 Poplar Street, Valparaiso, Indiana 46383, US",,,41.475207,-87.053383,,,Building,N/A,Fernand Rancourt,9536
VRGSMNAA,VRGSMNAA,,"LINDEN ,VERGAS MN 56587",,,46.65592,-95.804121,,,Building,N/A,Fernand Rancourt,9536
WSWOILAI,WSWOILAI,Wadsworth,"39105 Magnetics Blvd, Wadsworth, IL 60083",,,42.42901,-87.89756,,,Building,N/A,Fernand Rancourt,9536
WTTWWICE,WTTWWICE,Watertown,"430 Milford St Watertown, WI 53094 USA",,,43.189844,-88.730943,"***Escort Needed*** Email or Call Bell NMCC 
877-499-1871 / nmcc@bell.ca
Gate code 1997 Door code 5,1,2 then 3&4 together - Door #5  
",,Building,N/A,Fernand Rancourt,9536
BTCNPQ,BTCNPQXQ,Central Batiscan,"110 rue du Couvent, Batiscan, QC G0X 1A0, Canada",418-362-1005,,46.497469,-72.251348,,,Building,CO,Alexandre Lamarre,9532
DNNCPQ,CPSNPQXA,Central Cap-Santé,"279 chemin du Roy, Cap-Sante, QC G0A 1L0, Canada",418-285-1105,,46.670577,-71.783547,Route 138,,Building,CO,Alexandre Lamarre,9532
PTNFPQ,DCBTPQAA,Alcoa Deschambault,"1 boulevard des Sources, Deschambault, QC G0A 1S0, Canada",,,46.693137,-71.94442,"Aluminerie Alcoa, , il faut appeler Stéphane Trudel ou peu importe qui répond au (418) 286-5300 pour prendre rendez-vous",,Building,Customer premise,Alexandre Lamarre,9532
PTNFPQ,DCBTPQXA,Central Deschambault,"188A route 138, Deschambault, QC G0A 1S0, Canada",418-286-1105,,46.6544,-71.927018,,,Building,CO,Alexandre Lamarre,9532
PTNFPQ,DCBTPQXD,Hutte des Pins,"11A rue des Pins, Deschambault, QC G0A 1S0, Canada",418-286-1004,,46.639655,-71.995962,,,Building,CO,Alexandre Lamarre,9532
DNNCPQ,DNNCPQAB,Pénitentier Donnacona,"1538 route 138, Donnacona, QC G3M 1C7, Canada",,,46.686866,-71.690211,"Penitencier de DNNC, ACCES CLIENT - VIA: DNNCPQXQ",,Building,Customer premise,Alexandre Lamarre,9532
DNNCPQ,DNNCPQU0000,CAB 1A Donnacona,"route des Erables, Donnacona, QC, Canada. (CIVIC : FRONT # 23 Rte. Des Erables a Donnacona)",,,46.69242,-71.75788,,"418-284-0453, 418-285-4892",Remote cabinet,TA,Alexandre Lamarre,9532
DNNCPQ,DNNCPQU7000,ERA #1 Donnacona,"651 boulevard Gaudreau, Donnacona, QC G3M 1L6, Canada. (CIVIC : CORNER avenue Marcoux et boulevard Gaudreau, Donnacona)",,,46.67612925,-71.72333121,,,Remote cabinet,RDAC,Alexandre Lamarre,9532
DNNCPQ,DNNCPQU7001,ERA #2 Donnacona,"780 rue Frenette, Donnacona, QC G3M 1L5, Canada. (CIVIC : CORNER rue Campagna et rue Frenette, Donnacona)",,,46.67543453,-71.71723858,"Contact: Frederic Dion, Responsable des services Techniques. Pour prendre rendez-vous: Julie Daigles (418) 285-2455 Ext: 2241",,Remote cabinet,RDAC,Alexandre Lamarre,9532
DNNCPQ,DNNCPQXC,Centre de Service Donnacona,"155 Rue Saint Jules, Donnacona, QC G3M 2K5, Canada",,,46.675131,-71.732446,,,Building,Compound,Alexandre Lamarre,9532
DNNCPQ,DNNCPQXQ,Central Donnacona,"149 rue Saint-Jules, Donnacona, QC G3M 2K8, Canada",418-285-1005,,46.674862,-71.73302,,,Building,CO,Alexandre Lamarre,9532
PTNFPQ,GRDNPQXA,Central Grondines,"401 route 138, Grondines, QC G0A 1W0, Canada",418-268-1105,,46.59215,-72.03784,,,Building,CO,Alexandre Lamarre,9532
STITPQ,HRXVPQXA,Central Hérouxville,"505 route 153, Herouxville, QC G0X 1J0, Canada",418-365-1106,,46.67871,-72.61695,,,Building,CO,Alexandre Lamarre,9532
LCSBPQ,HYJTPQU7000,Cabinet lac du Missionnaire,"190 Chemin du Lac-du-Missionnaire, Lac-aux-Sables, QC G0X, Canada ‎",,,46.88562,-72.51314,P50-1​,,Remote cabinet,Remote Cabinet,Alexandre Lamarre,9532
STMCPQ,LACLPQXQ,Hutte Lac Clair,"2 chemin du Lac Clair, Saint-Alban, QC G0A 3B0, Canada",418-268-1107,,46.81592,-72.08844,Code de barriere: 09542. Contact: Rejean Barras: (418) 329-2408,,Building,CO,Alexandre Lamarre,9532
STUBPQ,LCBLPQU0000,CAB 1B Lac-Blanc,"chemin du Lac Blanc, Lac Blanc, QC, Canada. (CIVIC : FRONT # 2336 chemin du Lac Blanc, Lac Blanc)",418-277-9284,,46.82571,-72.27784,,,Remote cabinet,TA,Alexandre Lamarre,9532
STUBPQ,LCBLPQXQ,Hutte Lac Blanc,"2169 chemin du Lac Blanc, Saint-Ubalde, Portneuf, QC G0A 4L0, Canada",418-277-2749,,46.81725,-72.2613,,,Building,CO,Alexandre Lamarre,9532
LCSBPQ,LCSBPQXQ,Central Lac-aux-Sables,"631 rue Principale, Lac-aux-Sables, QC G0X 1M0, Canada",418-336-1005,,46.86239,-72.39325,,,Building,CO,Alexandre Lamarre,9532
DNNCPQ,LECLPQXQ,Hutte Les Écureuils,"195 avenue du Manoir, Donnacona, QC G3M 1P4, Canada",418-285-1107,,46.67298,-71.70639,Secteur Les Ecureuils,,Building,CO,Alexandre Lamarre,9532
STRYPQ,LSEPPQXQ,Hutte Lac Sept-Iles,"1861 chemin du Lac Sept-Iles, Saint-Raymond, QC G3L 1P2, Canada",418-337-1105,,46.94205902,-71.76695568,,,Building,CO,Alexandre Lamarre,9532
LCSBPQ,NDANPQXA,Central Notre-Dame-de-Montauban,"743 rue Principale, Notre-Dame-de-Montauban, QC G0X 1W0, Canada",418-336-1105,,46.87322,-72.31231,Anciennement: Notre-Dame-Des Anges,,Building,CO,Alexandre Lamarre,9532
NUVLPQ,NUVLPQU0001,ERA #1 Neuville,"418 rue des Erables, Neuville, QC G0A 2R0, Canada",,,46.70190048,-71.5694046,,,Remote cabinet,RDAC,Alexandre Lamarre,9532
NUVLPQ,NUVLPQU0002,ERA #2 Neuville,"164 rue du Cap, Neuville, QC G0A 2R0, Canada",,,46.71592993,-71.54814005,,,Remote cabinet,RDAC,Alexandre Lamarre,9532
NUVLPQ,NUVLPQXA,Hutte Gravel,"888 route Gravel, Neuville, QC G0A 2R0, Canada",418-876-1004,,46.73437,-71.61401,,,Building,CO,Alexandre Lamarre,9532
NUVLPQ,NUVLPQXQ,Central Neuville,"223 rue du Pere Rheaume, Neuville, QC G0A 2R0, Canada",418-876-1005,,46.697504,-71.588218,,,Building,CO,Alexandre Lamarre,9532
PORGPQ,PORGPQU0000,Cabinet Lesage + ERA #1 Pont-Rouge,"rue Lesage, Pont-Rouge, QC G3H 1B9, Canada. (CIVIC : CORNER rang du Brule et rue Lesage, Pont-Rouge)",,,46.794242,-71.695286,,,Remote cabinet,Remote Cabinet,Alexandre Lamarre,9532
PORGPQ,PORGPQU0001,CAB 1B Pont-Rouge,"route du Grand Capsa, Pont-Rouge, QC, Canada. (CIVIC: FRONT # 612 route Grand Capsa, Pont-Rouge)",,,46.76138,-71.65764,,"418-873-5230, 418-873-6198, 418-873-8570",Remote cabinet,TA,Alexandre Lamarre,9532
PORGPQ,PORGPQU0002,ERA #2 Pont-Rouge,"route Guenard, Pont-Rouge, QC G3H 2L2, Canada. (CIVIC : CORNER rang Petit Capsa et route Guenard, Pont-Rouge)",,,46.75431387,-71.64866924,,,Remote cabinet,RDAC,Alexandre Lamarre,9532
PORGPQ,PORGPQXQ,Central Pont-Rouge,"4 rue Bussieres, Pont-Rouge, QC G3H 3L3, Canada",418-873-1005,,46.755924,-71.699899,,,Building,CO,Alexandre Lamarre,9532
PTNFPQ,PTNFPQU0000,CAB 2B Portneuf,"rue Saint-Charles, Portneuf, QC, Canada. (CIVIC : FRONT # 1201 rue St-Charles)",,,46.71159,-71.8753,,"418-286-2185, 418-286-3378",Remote cabinet,TA,Alexandre Lamarre,9532
PTNFPQ,PTNFPQXQ,Central Portneuf,"91 rue des Ecoliers, Portneuf, QC G0A 2Y0, Canada",418-286-1005,,46.694616,-71.885763,,,Building,CO,Alexandre Lamarre,9532
STITPQ,PXVLPQXA,Central Proulxville,"11 rue Saint-Francois, Proulxville, QC G0X 2B0, Canada",418-365-1105,,46.667742,-72.503087,,,Building,CO,Alexandre Lamarre,9532
RAPRPQ,RAPRPQXQ,Central Rivière-à-Pierre,"219 rue Commerciale, Riviere-a-Pierre, QC G0A, Canada",418-323-1005,,46.9918,-72.181,,,Building,CO,Alexandre Lamarre,9532
DNNCPQ,RITHPQXA,Hutte Tawachiche,"80 chemin des Cedres, Lac-aux-Sables, QC G0X 1M0, Canada",418-289-1105,,46.92881,-72.46751,,,Building,CO,Alexandre Lamarre,9532
SAGDPQ,SAGDPQU7000,ERA #1 Saint-Augustin-de-Desmaures,"160 rue Jean Juneau, Saint-Augustin-de-Desmaures, QC G3A 2W1, Canada",,,46.74064732,-71.45187825,,,Remote cabinet,RDAC,Alexandre Lamarre,9532
SAGDPQ,SAGDPQU7001,ERA #2 Saint-Augustin-de-Desmaures,"201 rue du Tonnelier, Saint-Augustin-de-Desmaures, QC G3A 2K3, Canada",,,46.73670992,-71.44923627,,,Remote cabinet,RDAC,Alexandre Lamarre,9532
SAGDPQ,SAGDPQU7002,ERA #3 Saint-Augustin-de-Desmaures,"126 rue du College, Saint-Augustin-de-Desmaures, QC G3A 1H4, Canada",,,46.74024661,-71.46091998,,,Remote cabinet,RDAC,Alexandre Lamarre,9532
SAGDPQ,SAGDPQU7003,ERA #4 Saint-Augustin-de-Desmaures,"177 route Racette, Saint-Augustin-de-Desmaures, QC G3A 2R7, Canada",,,46.73836065,-71.46322131,,,Remote cabinet,RDAC,Alexandre Lamarre,9532
SAGDPQ,SAGDPQU7004,ERA #5 Saint-Augustin-de-Desmaures,"303 rue du Charron, Saint-Augustin-de-Desmaures, QC G3A 1J3, Canada",,,46.7379011,-71.45755112,,,Remote cabinet,RDAC,Alexandre Lamarre,9532
SAGDPQ,SAGDPQU7005,ERA #6 Saint-Augustin-de-Desmaures,"105 rue du Trefle, Saint-Augustin-de-Desmaures, QC G3A 2R7, Canada",,,46.73790845,-71.46385968,,,Remote cabinet,RDAC,Alexandre Lamarre,9532
SAGDPQ,SAGDPQU7006,ERA #7 Saint-Augustin-de-Desmaures,"434 route 138, Saint-Augustin-de-Desmaures, QC G3A 2S6, Canada",,,46.74137521,-71.47161394,,,Remote cabinet,RDAC,Alexandre Lamarre,9532
SAGDPQ,SAGDPQU7007,ERA #8 Saint-Augustin-de-Desmaures,"158 rue du Brome, Saint-Augustin-de-Desmaures, QC G3A 2P4, Canada",,,46.738618,-71.47290409,,,Remote cabinet,RDAC,Alexandre Lamarre,9532
SAGDPQ,SAGDPQU7008,ERA #9 Saint-Augustin-de-Desmaures,"271 rue du Houblon, Saint-Augustin-de-Desmaures, QC G3A 1H8, Canada",,,46.73315645,-71.46200091,,,Remote cabinet,RDAC,Alexandre Lamarre,9532
SAGDPQ,SAGDPQXA,Hutte Fossambault,"1350 Chemin du Haut-Fossambault,Saint-Augustin-de-Desmaures, QC, G3A 1W8, Canada",418-878-1106,,46.77687,-71.50306,Fossambault,,Building,CO,Alexandre Lamarre,9532
SAGDPQ,SAGDPQXC,Parc industriel St-Augustin,"21 Chemin du Réservoir, Saint-Augustin-de-Desmaures, QC G3A 1S7, Canada",418-878-1140,,46.749418,-71.441174,Parc Industriel,,Building,CO,Alexandre Lamarre,9532
SAGDPQ,SAGDPQXQ,Central Saint-Augustin-de-Desmaures,"174 route de Fossambault, Saint-Augustin-de-Desmaures, QC G3A 0C4, Canada",418-878-1005,,46.745948,-71.4589,,,Building,CO,Alexandre Lamarre,9532
STMCPQ,SALBPQU0000,CAB 1B Saint-Alban,"route Riviere Blanche, Saint-Alban, QC, Canada. (CIVIC : Intersection route Riviere Blanche et rang Riviere Blanche, Saint-Alban.)",,,46.74929,-72.13057,,"418-268-3187, 418-268-4918",Remote cabinet,TA,Alexandre Lamarre,9532
STMCPQ,SALBPQXA,Central Saint-Alban,"421 rue Principale, Saint-Alban, QC G0A 3B0, Canada",418-268-1106,,46.71142,-72.07867,,,Building,CO,Alexandre Lamarre,9532
SANPPQ,SANPPQXQ,Central Sainte-Anne-de-la-Pérade,"101 rue Dorion, Sainte-Anne-de-la-Perade, QC G0X 2J0, Canada",418-325-1005,,46.57292,-72.202106,,,Building,CO,Alexandre Lamarre,9532
SAPHPQ,SAPHPQXQ,Central Saint-Adelphe,"291 rue de la Station, Saint-Adelphe, QC G0X 2G0, Canada",418-322-1005,,46.735464,-72.427669,,,Building,CO,Alexandre Lamarre,9532
SBLPPQ,SBLPPQAB,Ciment Québec St-Basile,"145 boulevard du Centenaire, Saint-Basile, QC G0A 3G0, Canada",,,46.745845,-71.812198,Ciment Quebec: Le local est dans le petit batiment administratif.  Contact: Danny Monfette ou Francois Dufour (418) 329-2100,,Building,Customer premise,Alexandre Lamarre,9532
SBLPPQ,SBLPPQU0000,CAB 1B Saint-Augustin-de-Desmaures,"rang Sainte-Angelique, Saint-Basile, QC, Canada. (CIVIC : FRONT # 813 rang Sainte-Angelique, Saint-Basile)",,,46.79034,-71.80749,,"418-329-3913, 418-329-4157",Remote cabinet,TA,Alexandre Lamarre,9532
SBLPPQ,SBLPPQU0001,CAB 2B Saint-Augustin-de-Desmaures,"rang Sainte-Anne, Saint-Basile, QC, Canada. (CIVIC : FRONT # 205 rang Sainte-Anne, Saint-Basile)",,,46.78498,-71.86106,,"418-329-1319, 418-329-4271",Remote cabinet,TA,Alexandre Lamarre,9532
SBLPPQ,SBLPPQXQ,Central Saint-Basile,"76 avenue Henri-Bourassa, Saint-Basile, QC G0A, Canada",418-329-1005,,46.754681,-71.825255,,,Building,CO,Alexandre Lamarre,9532
SCAQPQ,SCAQPQAP,Hutte Mobilité Ste-Catherine,"5880 boulevard Saint-Laurent, Sainte-Catherine, QC J5C 1B2, Canada",,,45.401313,-73.581491,,,Building,Remote,Alexandre Lamarre,9531
SCASPQ,SCASPQU0000,CAB 1B Saint-Thuribe,"rue de L'eglise, Saint-Thuribe, QC, Canada. (CIVIC : FRONT # 175 rue de L'Eglise, Saint-Thuribe)",,,46.705,-72.15967,,"418-339-2738, 418-339-3194",Remote cabinet,TA,Alexandre Lamarre,9532
SCASPQ,SCASPQXQ,Central Saint-Casimir,"155 rue Belanger, Saint-Casimir, QC G0A 3L0, Canada",418-339-1005,,46.65792,-72.13861,,,Building,CO,Alexandre Lamarre,9532
BTCNPQ,SGBAPQXA,Central Sainte-Geneviève-de-Batiscan,"27 rue Saint Charles, Sainte-Genevieve-de-Batiscan, QC G0X 2R0, Canada",418-362-1105,,46.532462,-72.339301,,,Building,CO,Alexandre Lamarre,9532
SSCHPQ,SPRSPQXA,Central Saint-Prosper-de-Champlain,"251 Rue De L'Eglise, Saint-Prosper, QC, G0X 3A0, CANADA",418-328-1106,,46.61296,-72.29182,,,Building,CO,Alexandre Lamarre,9532
SSCHPQ,SSCHPQXQ,Central Saint-Stanislas-de-Champlain,"104 rang de la Riviere Batiscan Sud-Ouest, Saint-Stanislas-de-Champlain, QC G0X 3E0, Canada",418-328-1005,,46.605745,-72.38559,Route 353,,Building,CO,Alexandre Lamarre,9532
PTNFPQ,STCIPQU0000,CAB 1A Sainte-Christine-d'Auvergne,"route 354, Sainte-Christine, QC, Canada. (CIVIC : FRONT  # 276 route 354, Sainte-Christine)",,,46.82481,-71.9333,,"418-329-3479, 418-329-4316",Remote cabinet,TA,Alexandre Lamarre,9532
PTNFPQ,STCIPQU0001,CAB 2B Sainte-Christine-d'Auvergne,"rang Saint-Jacques, Sainte-Christine, QC, Canada. (CIVIC : FRONT # 306 rang Saint-Jacques, Sainte-Christine)",,,46.84642,-71.94982,,"418-329-3976, 418-329-4292",Remote cabinet,TA,Alexandre Lamarre,9532
PTNFPQ,STCIPQXQ,Central Sainte-Christine-d'Auvergne,"38 rue Principale, Sainte-Christine-d'Auvergne, QC G0A 1A0, Canada",418-329-1105,,46.81599896,-71.96837331,,,Building,CO,Alexandre Lamarre,9532
STHCPQ,STHCPQXQ,Central Sainte-Thècle,"371 rue Saint-Gabriel, Sainte-Thecle, QC G0X 3G0, Canada",418-289-1005,,46.8156,-72.50383,,,Building,CO,Alexandre Lamarre,9532
STITPQ,STITPQU7000,ERA #1 Saint-Tite,"281 boulevard Saint-Joseph, Saint-Tite, QC G0X 3H0, Canada",,,46.73252221,-72.56244421,,,Remote cabinet,RDAC,Alexandre Lamarre,9532
STITPQ,STITPQXQ,Central Saint-Tite,"331 rue Saint Gabriel, Saint-Tite, QC G0X 3H0, Canada",418-365-1005,,46.724521,-72.564762,,,Building,CO,Alexandre Lamarre,9532
STRYPQ,STLPPQU0000,CAB 1B Saint-Léonard-de-Portneuf,"3500 rang Saint-Paul, Saint-Léonard-de-Portneuf, QC G0A 4A0, Canada. (CIVIC : Intersection route 367 et chemin du Lac Simon)",418-337-6795,,46.90379,-72.00807,,,Remote cabinet,TA,Alexandre Lamarre,9532
STRYPQ,STLPPQXQ,Central Saint-Léonard-de-Portneuf,"400 route Lesage, Saint-Leonard-de-Portneuf, QC G0A 4A0, Canada",418-337-1106,,46.8908,-71.91135,,,Building,CO,Alexandre Lamarre,9532
STMCPQ,STMCPQU0000,CAB 1B Saint-Gilbert,"route Saint-Gilbert, Saint-Gilbert, QC, Canada. (CIVIC : FRONT # 135 route Saint-Gilbert, Saint-Gilbert)",,,46.70478,-72.00607,,"418-268-4917, 418-268-8991",Remote cabinet,TA,Alexandre Lamarre,9532
STMCPQ,STMCPQXQ,Central Saint-Marc-des-Carrières,"256 avenue Naud, Saint-Marc-des-Carrieres, QC G0A 4B0, Canada",418-268-1005,,46.681457,-72.051451,,,Building,CO,Alexandre Lamarre,9532
SSCHPQ,STNRPQXA,Central Saint-Narcisse-de-Champlain,"125 rue Principale, Saint-Stanislas-de-Champlain, QC G0X 3E0, Canada",418-328-1105,,46.56588,-72.465,,,Building,CO,Alexandre Lamarre,9532
STRYPQ,STRYPQU0001,CAB 3B Saint-Raymond,"156 rang du Nord, Saint-Raymond, QC, Canada.",,,46.95333,-71.7935,,"418-340-1479, 418-340-1536",Remote cabinet,TA,Alexandre Lamarre,9532
STRYPQ,STRYPQU0002,CAB 2B Saint-Raymond,"1010 rang du Nord, Saint-Raymond, QC, Canada.",418-337-7298,,46.92656,-71.81944,,,Remote cabinet,TA,Alexandre Lamarre,9532
STRYPQ,STRYPQU7000,ERA #1 Saint-Raymond,"529 rue Saint-Cyrille, Saint-Raymond, QC G3L 1V3, Canada",,,46.89322664,-71.82669282,,,Remote cabinet,RDAC,Alexandre Lamarre,9532
STRYPQ,STRYPQU7001,ERA #2 Saint-Raymond,"763 rue Saint-Cyrille, Saint-Raymond, QC G3L 1X4, Canada",,,46.8998907,-71.81854963,,,Remote cabinet,RDAC,Alexandre Lamarre,9532
STRYPQ,STRYPQU7002,ERA #3 Saint-Raymond,"Avenue du Coteau, St-Raymond, QC, Canada",,,46.892339,-71.816945,,,Remote cabinet,RDAC,Alexandre Lamarre,9532
STRYPQ,STRYPQXA,Hutte Grand-Rang,"2127 Grand Rang, Saint-Raymond, QC G3L 4K4, Canada",418-337-1107,,46.84681,-71.8064,,,Building,CO,Alexandre Lamarre,9532
STRYPQ,STRYPQXQ,Central Saint-Raymond,"340 avenue Saint-Jacques, Saint-Raymond, QC G3L 4R9, Canada",418-337-1005,,46.88727,-71.83519,,,Building,CO,Alexandre Lamarre,9532
STUBPQ,STUBPQU0000,CAB 1B Saint-Ubalde,"rang Saint-Georges, Saint-Ubalde, QC, Canada. (CIVIC : FRONT # 123 rang Saint-Georges, Saint-Ubalde)",418-277-9263,,46.75489,-72.23498,,,Remote cabinet,TA,Alexandre Lamarre,9532
STUBPQ,STUBPQU0001,CAB 3B Saint-Ubalde,"rang Saint-Achille, St-Ubalde, QC, Canada. (CIVIC : FRONT # 881 rang Saint-Achille, Saint-Ubalde)",,,46.77346,-72.30826,,"418-277-9083, 418-277-9148",Remote cabinet,TA,Alexandre Lamarre,9532
STUBPQ,STUBPQU0002,CAB 4B Saint-Ubalde,"Chemin du Lac Perron, Saint-Ubalde, QC, Canada. (CIVIC : intersection rang Saint-Paul et chemin du Lac Perron, Saint-Ubalde)",418-277-2351,,46.82225,-72.32433,,,Remote cabinet,TA,Alexandre Lamarre,9532
STUBPQ,STUBPQXQ,Central Saint-Ubalde,"133 rue Saint Jacques, Saint-Ubalde, QC G0A 4L0, Canada",418-277-1005,,46.75789,-72.265336,,,Building,CO,Alexandre Lamarre,9532
BLVLON24,BLVLON24,,"75 BRIDGE E, BELLEVILLE ON K8N1L9",,,44.1643948,-77.3808889,,,Building,N/A,Michael Buisman,9528
OSHWON95,OSHWON95,,,,,43.8988,-78.86146,,,Building,N/A,Michael Buisman,9528
OSHWONFP,OSHWONFP,,,,,43.87967,-78.854576,,,Building,N/A,Michael Buisman,9528
OSHWONTD,OSHWONTD,,,,,43.89749,-78.86298,,,Building,N/A,Michael Buisman,9528
PCNGON62,PCNGON62,,,,,43.854991,-79.045026,,,Building,N/A,Michael Buisman,9528
PCNGON62,PCNGONGK,,,,,43.84902,-79.07363,,,Building,N/A,Michael Buisman,9528
PCNGON62,PCNGONGM,,,,,43.933514,-79.044624,,,Building,N/A,Michael Buisman,9528
PTBOON62,PTBOON62,,,,,44.30551,-78.32129,,,Building,N/A,Michael Buisman,9528
PTBOON62,PTBOONAS,,,,,44.30281,-78.31843,,,Building,N/A,Michael Buisman,9528
PTBOON62,PTBOONEH,,,,,44.292277,-78.29863,,,Building,N/A,Michael Buisman,9528
PTBOON62,PTBOONET,,,,,44.264021,-78.354533,,,Building,N/A,Michael Buisman,9528
GASPPQ,ANGFPQAA,Central Anse-au-Griffon,"10 rang Saint-Patrice, Gaspe, QC G4X 6B7, Canada",418-892-1105,,48.932448,-64.307084,AFC TELLABS,,Building,CO,Hugues Mathieu,9530
BRCHPQ,BRCHPQXQ,Central Barachois,"1087 route 132, Barachois, QC G0C 1A0, Canada",418-645-1005,,48.617832,-64.277267,RCC,,Building,CO,Hugues Mathieu,9530
CHNDPQ,CHDOPQXQ,Central Chandler Ouest,"1 chemin du Lac Sept-Iles, Pabos Mills, QC G0C 2J0",418-689-1106,,48.341746,-64.729289,RCU,,Building,CO,Hugues Mathieu,9530
CHNDPQ,CHNDPQXQ,Central Chandler,"100 boulevard Rene-Levesque Ouest, Chandler, QC G0C 1K0, Canada",418-689-1005,,48.348467,-64.682103,RCC2,,Building,CO,Hugues Mathieu,9530
CPRSPQ,CPAOPQXA,Central Cap aux Os,"1850 boulevard de Grande-Greve, Gaspe, QC G4X 6L5, Canada",418-892-1106,418-368-1146,48.835371,-64.336147,RCU,,Building,CO,Hugues Mathieu,9530
